Pk,Tm,Player,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,RTG,RTG_exp,RTG_diff,PTS_exp,TRB_exp,AST_exp
13,CHH,Kobe Bryant,0.453,0.335,0.838,36.6,25.5,5.3,4.8,173.1,0.181,35.6,15.362,20.238,9.5,3.925,1.938
34,CLE,Carlos Boozer,0.522,0.071,0.727,31.9,16.6,9.7,2.3,78.2,0.148,28.6,8.695,19.905,5.024,2.252,1.419
30,GSW,Gilbert Arenas,0.421,0.351,0.803,35.1,20.7,3.9,5.3,51.3,0.127,29.9,10.477,19.423,6.064,3.164,1.25
40,GSW,Monta Ellis,0.455,0.319,0.776,36,19.4,3.7,4.9,33.7,0.074,28,8.742,19.258,5.289,2.1,1.353
2,SEA,Kevin Durant,0.479,0.377,0.882,38.2,27.4,6.9,3.5,88.6,0.205,37.8,20.838,16.962,12.367,5.779,2.692
30,NYK,David Lee,0.534,0.038,0.78,32.5,15.2,9.8,2.4,64.1,0.146,27.4,10.477,16.923,6.064,3.164,1.25
19,POR,Zach Randolph,0.472,0.26,0.763,32,17.2,9.4,1.8,66.2,0.116,28.4,11.6,16.8,7.196,3.158,1.246
28,SAS,Tony Parker,0.495,0.319,0.752,32.6,17.1,3,6,96.6,0.15,26.1,9.773,16.327,5.891,2.359,1.523
11,PHI,Michael Carter-Williams,0.404,0.264,0.7,34.4,16.7,6.3,6.3,1.2,0.023,29.3,13.465,15.835,8.122,3.613,1.73
43,MIL,Michael Redd,0.447,0.38,0.838,32,19,3.8,2.1,55.9,0.134,24.9,9.238,15.662,5.857,2.381,1
48,LAL,Marc Gasol,0.511,0.152,0.751,33.8,13.6,7.9,2.9,49.2,0.157,24.4,8.8,15.6,4.912,2.988,0.9
9,MIL,Dirk Nowitzki,0.477,0.384,0.878,35.8,22.5,8.1,2.6,186.2,0.209,33.2,17.971,15.229,10.925,4.988,2.058
15,BOS,Al Jefferson,0.501,0.105,0.711,31.1,17.1,9.1,1.5,60.3,0.131,27.7,12.496,15.204,7.474,3.539,1.483
32,SEA,Rashard Lewis,0.452,0.386,0.805,32,14.9,5.2,1.7,90.9,0.13,21.8,6.69,15.11,4.033,1.667,0.99
37,LAL,Nick Van Exel,0.405,0.357,0.794,32.9,14.4,2.9,6.6,55.9,0.093,23.9,8.883,15.017,5.146,2.421,1.317
5,MIA,Dwyane Wade,0.492,0.291,0.765,36.6,24.3,5,6,106.2,0.192,35.3,20.492,14.808,12.658,5.133,2.7
38,HOU,Chandler Parsons,0.469,0.368,0.712,34.4,14.1,5.2,3.2,18.6,0.117,22.5,7.758,14.742,4.321,2.068,1.368
1,CLE,LeBron James,0.496,0.341,0.748,39.5,27.5,7.2,6.9,169.2,0.242,41.6,27.029,14.571,16.708,7.358,2.962
41,HOU,Cuttino Mobley,0.433,0.378,0.835,37,16,3.9,2.7,52.2,0.091,22.6,8.253,14.347,5.021,2.216,1.016
10,BOS,Paul Pierce,0.447,0.37,0.807,36,21.2,5.9,3.8,144.1,0.162,30.9,16.679,14.221,10.442,4.133,2.104
57,SAS,Manu Ginobili,0.451,0.37,0.833,27.1,14.7,3.8,4,94.2,0.208,22.5,8.543,13.957,4.871,2.557,1.114
55,SAS,Luis Scola,0.5,0.146,0.747,27.6,13.1,7.1,1.8,37.4,0.116,22,8.209,13.791,4.845,2.373,0.991
60,SAC,Isaiah Thomas,0.448,0.358,0.856,28.9,15.4,2.5,4.8,18.1,0.134,22.7,9.08,13.62,5.54,2.04,1.5
18,NOH,David West,0.491,0.256,0.825,32,15.9,7.2,2.2,70.1,0.14,25.3,11.804,13.496,7.175,3.387,1.242
5,MEM,Kevin Love,0.45,0.364,0.816,32.9,19.2,12.2,2.5,47.8,0.189,33.9,20.492,13.408,12.658,5.133,2.7
37,DET,Mehmet Okur,0.458,0.375,0.797,29.1,13.5,7,1.7,54.7,0.142,22.2,8.883,13.317,5.146,2.421,1.317
15,PHO,Steve Nash,0.49,0.428,0.904,31.3,14.3,3,8.5,129.7,0.164,25.8,12.496,13.304,7.474,3.539,1.483
24,GSW,Latrell Sprewell,0.425,0.337,0.804,38.6,18.3,4.1,4,56.3,0.077,26.4,13.229,13.171,8.112,3.096,2.021
42,PHO,Stephen Jackson,0.414,0.333,0.798,31.9,15.1,3.9,3.1,36.1,0.063,22.1,8.98,13.12,5.233,2.573,1.173
17,ATL,Josh Smith,0.458,0.277,0.642,34.3,15.4,7.9,3.2,48.6,0.089,26.5,13.446,13.054,8.033,3.779,1.633
7,GSW,Stephen Curry,0.467,0.438,0.899,35.5,20.4,4.1,6.7,39.5,0.155,31.2,18.192,13.008,11.237,4.417,2.538
26,SAC,Kevin Martin,0.441,0.386,0.87,30.9,17.9,3.3,1.9,58.9,0.146,23.1,10.208,12.892,6.146,2.842,1.221
3,DEN,Carmelo Anthony,0.455,0.345,0.811,36.5,25.2,6.5,3.1,83.3,0.137,34.8,22.071,12.729,14.062,4.875,3.133
47,UTA,Paul Millsap,0.506,0.332,0.724,28.3,13.1,7.2,1.9,55.2,0.151,22.2,9.472,12.728,5.578,2.417,1.478
6,POR,Damian Lillard,0.428,0.385,0.863,37.1,19.9,3.4,6,16.9,0.127,29.3,16.625,12.675,10.279,4.417,1.929
56,MIL,Ramon Sessions,0.438,0.312,0.8,25.6,11.6,2.9,4.6,22.8,0.09,19.1,6.555,12.545,3.727,1.873,0.955
29,DAL,Josh Howard,0.448,0.332,0.77,30.3,14.3,5.7,1.6,38,0.119,21.6,9.175,12.425,5.27,2.79,1.115
31,MIN,Nikola Pekovic,0.532,,0.752,25.5,13,6.9,0.7,18.2,0.146,20.6,8.352,12.248,5.119,2.314,0.919
5,MIN,Kevin Garnett,0.497,0.277,0.79,35.4,18.5,10.3,3.8,188.6,0.184,32.6,20.492,12.108,12.658,5.133,2.7
6,BOS,Antoine Walker,0.414,0.325,0.633,35.3,17.5,7.7,3.5,38.1,0.058,28.7,16.625,12.075,10.279,4.417,1.929
48,PHO,Cedric Ceballos,0.5,0.309,0.753,24.2,14.3,5.3,1.2,40.4,0.132,20.8,8.8,12,4.912,2.988,0.9
9,PHO,Amar'e Stoudemire,0.535,0.244,0.762,32.9,20.3,8.3,1.3,87.1,0.171,29.9,17.971,11.929,10.925,4.988,2.058
16,PHI,Nikola Vucevic,0.505,0.385,0.702,28.4,11.7,9.8,1.6,12.6,0.109,23.1,11.248,11.852,6.778,3.061,1.409
24,HOU,Sam Cassell,0.454,0.331,0.861,30,15.7,3.2,6,87.5,0.141,24.9,13.229,11.671,8.112,3.096,2.021
9,TOR,Tracy McGrady,0.435,0.338,0.746,32.7,19.6,5.6,4.4,97.3,0.152,29.6,17.971,11.629,10.925,4.988,2.058
47,UTA,Mo Williams,0.438,0.383,0.869,29.7,13.3,2.8,4.9,36.7,0.083,21,9.472,11.528,5.578,2.417,1.478
22,DEN,Kenneth Faried,0.55,0,0.646,26.5,12.1,8.6,1,19.2,0.163,21.7,10.271,11.429,5.933,3.154,1.183
4,NOH,Chris Paul,0.472,0.356,0.857,36.4,18.6,4.4,9.9,116.3,0.246,32.9,21.496,11.404,13.212,5.262,3.021
8,HOU,Rudy Gay,0.451,0.342,0.787,35.9,18.3,5.8,2.2,36.9,0.083,26.3,14.983,11.317,9.317,3.829,1.838
21,PHO,Rajon Rondo,0.475,0.256,0.619,33,11.1,4.6,8.4,45.4,0.129,24.1,12.896,11.204,7.538,3.346,2.013
18,MIN,Ty Lawson,0.474,0.376,0.781,30.2,14.1,2.9,6,31.5,0.144,23,11.804,11.196,7.175,3.387,1.242
6,MIN,Brandon Roy,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,27.8,16.625,11.175,10.279,4.417,1.929
14,SAC,Peja Stojakovic,0.45,0.401,0.895,33.5,17,4.7,1.8,82.6,0.147,23.5,12.538,10.962,7.938,3.233,1.367
17,IND,Danny Granger,0.435,0.381,0.849,32.1,17.4,5.1,1.9,47.9,0.129,24.4,13.446,10.954,8.033,3.779,1.633
20,CLE,Zydrunas Ilgauskas,0.476,0.31,0.78,27.2,13,7.3,1.1,66.3,0.139,21.4,10.483,10.917,6.317,2.729,1.438
25,IND,Al Harrington,0.444,0.352,0.727,28.6,13.5,5.6,1.7,42.5,0.073,20.8,10.217,10.583,6.165,2.896,1.157
20,DEN,Jameer Nelson,0.441,0.374,0.817,29.2,12.5,3.1,5.4,43.1,0.107,21,10.483,10.517,6.317,2.729,1.438
4,SEA,Russell Westbrook,0.433,0.305,0.816,33.9,20.1,4.9,6.9,42.6,0.136,31.9,21.496,10.404,13.212,5.262,3.021
29,CHI,Toni Kukoc,0.447,0.335,0.729,26.3,11.6,4.2,3.7,59.6,0.129,19.5,9.175,10.325,5.27,2.79,1.115
5,SAC,DeMarcus Cousins,0.463,0.148,0.718,30.4,18,10.3,2.4,18.8,0.099,30.7,20.492,10.208,12.658,5.133,2.7
25,SAC,Gerald Wallace,0.469,0.312,0.71,30.4,12.3,6,2.1,59.6,0.117,20.4,10.217,10.183,6.165,2.896,1.157
21,PHO,Michael Finley,0.444,0.375,0.811,34.4,15.7,4.4,2.9,85.2,0.108,23,12.896,10.104,7.538,3.346,2.013
1,ORL,Shaquille O'Neal,0.582,0.045,0.527,34.7,23.7,10.9,2.5,181.7,0.208,37.1,27.029,10.071,16.708,7.358,2.962
50,BOS,Ryan Gomes,0.445,0.349,0.799,27.6,10.1,4.6,1.5,19.4,0.069,16.2,6.133,10.067,3.592,2.033,0.508
16,CHI,Metta World Peace,0.417,0.341,0.716,33,13.8,4.7,2.8,61.2,0.096,21.3,11.248,10.052,6.778,3.061,1.409
10,NJN,Brook Lopez,0.51,0,0.79,33.1,18,7.3,1.4,32.1,0.134,26.7,16.679,10.021,10.442,4.133,2.104
36,MIL,Ersan Ilyasova,0.443,0.364,0.792,24,10.5,6.2,1.1,25.6,0.127,17.8,7.921,9.879,4.574,2.463,0.884
49,WAS,Andray Blatche,0.467,0.237,0.725,22.1,10.1,5.4,1.4,19.2,0.074,16.9,7.18,9.72,4.033,2.207,0.94
17,PHI,Jrue Holiday,0.438,0.373,0.787,33,13.5,3.6,6,16.6,0.071,23.1,13.446,9.654,8.033,3.779,1.633
46,MIL,Voshon Lenard,0.415,0.384,0.787,27.2,11.9,2.8,2.1,29.6,0.093,16.8,7.169,9.631,4.512,1.931,0.725
1,PHI,Allen Iverson,0.425,0.313,0.78,41.1,26.7,3.7,6.2,99,0.126,36.6,27.029,9.571,16.708,7.358,2.962
12,PHI,Thaddeus Young,0.499,0.325,0.699,30.1,13.7,5.5,1.4,35.9,0.11,20.6,11.125,9.475,6.512,3.496,1.117
11,CLE,Terrell Brandon,0.448,0.355,0.873,29.8,13.8,3,6.1,65.9,0.147,22.9,13.465,9.435,8.122,3.613,1.73
39,MIL,Rafer Alston,0.383,0.354,0.729,28.9,10.1,2.8,4.8,32.9,0.081,17.7,8.325,9.375,4.965,2.1,1.26
10,MIL,Brandon Jennings,0.391,0.351,0.799,34.3,16.6,3.3,6.1,24.1,0.089,26,16.679,9.321,10.442,4.133,2.104
8,MIL,Vin Baker,0.485,0.215,0.638,32.5,15,7.4,1.9,47,0.088,24.3,14.983,9.317,9.317,3.829,1.838
57,PHO,Marcin Gortat,0.546,0.214,0.673,24.3,9.5,7.4,0.9,33.3,0.147,17.8,8.543,9.257,4.871,2.557,1.114
23,NYK,Wilson Chandler,0.444,0.337,0.778,30.9,13.6,5.1,1.8,16.3,0.068,20.5,11.258,9.242,6.7,3.213,1.346
11,DET,Allan Houston,0.444,0.402,0.863,33.7,17.3,2.9,2.4,55.3,0.094,22.6,13.465,9.135,8.122,3.613,1.73
29,NJN,P.J. Brown,0.46,0.136,0.794,31.1,9.1,7.7,1.5,89.8,0.128,18.3,9.175,9.125,5.27,2.79,1.115
10,BOS,Joe Johnson,0.443,0.372,0.799,36.3,17.5,4.1,4.2,72.2,0.096,25.8,16.679,9.121,10.442,4.133,2.104
8,CLE,Andre Miller,0.459,0.217,0.808,32.4,13.3,3.9,6.9,98,0.122,24.1,14.983,9.117,9.317,3.829,1.838
31,SEA,Carl Landry,0.536,0.176,0.786,23.9,11.5,5.2,0.7,31.7,0.153,17.4,8.352,9.048,5.119,2.314,0.919
25,HOU,Nicolas Batum,0.452,0.369,0.832,30.4,11.5,5,2.7,32.8,0.124,19.2,10.217,8.983,6.165,2.896,1.157
2,VAN,Steve Francis,0.429,0.341,0.797,37.6,18.1,5.6,6,54.1,0.12,29.7,20.838,8.862,12.367,5.779,2.692
3,ATL,Pau Gasol,0.515,0.244,0.75,35.6,18.3,9.2,3.3,114.2,0.168,30.8,22.071,8.729,14.062,4.875,3.133
45,IND,Antonio Davis,0.448,0.087,0.727,28.9,10,7.5,1.1,59.6,0.11,18.6,9.937,8.663,6.037,2.605,1.295
45,SAS,Goran Dragic,0.461,0.364,0.75,24.7,11.5,2.5,4.5,25.6,0.115,18.5,9.937,8.563,6.037,2.605,1.295
43,MIA,Marcus Thornton,0.431,0.36,0.827,25.9,13.3,3,1.5,16.6,0.089,17.8,9.238,8.562,5.857,2.381,1
9,PHO,Shawn Marion,0.485,0.333,0.811,35.2,15.7,8.9,1.9,123.3,0.151,26.5,17.971,8.529,10.925,4.988,2.058
4,TOR,Chris Bosh,0.497,0.312,0.8,35.9,19.2,8.7,2,97.2,0.162,29.9,21.496,8.404,13.212,5.262,3.021
4,MIL,Stephon Marbury,0.433,0.325,0.784,37.7,19.3,3,7.6,77.5,0.117,29.9,21.496,8.404,13.212,5.262,3.021
51,NJN,Kyle Korver,0.439,0.427,0.88,25.7,9.9,3,1.7,51.1,0.117,14.6,6.227,8.373,3.691,1.673,0.864
14,HOU,Michael Dickerson,0.432,0.402,0.784,35.3,15.4,2.9,2.6,9.6,0.061,20.9,12.538,8.362,7.938,3.233,1.367
17,POR,Jermaine O'Neal,0.467,0.147,0.715,27.1,13.2,7.2,1.4,66,0.116,21.8,13.446,8.354,8.033,3.779,1.633
31,LAL,Ruben Patterson,0.517,0.179,0.641,24.6,10.7,4.2,1.8,35.1,0.106,16.7,8.352,8.348,5.119,2.314,0.919
2,CHI,LaMarcus Aldridge,0.487,0.227,0.789,35.5,18.9,8.2,2,62,0.143,29.1,20.838,8.262,12.367,5.779,2.692
40,IND,Lance Stephenson,0.46,0.321,0.682,26.9,9.1,4.7,3.2,12.2,0.1,17,8.742,8.258,5.289,2.1,1.353
5,GSW,Vince Carter,0.442,0.378,0.799,34.1,20.1,4.9,3.7,115.8,0.141,28.7,20.492,8.208,12.658,5.133,2.7
1,LAC,Blake Griffin,0.527,0.243,0.645,35.6,21.4,10.1,3.7,42.4,0.181,35.2,27.029,8.171,16.708,7.358,2.962
35,LAC,DeAndre Jordan,0.653,0,0.426,24.7,7.4,7.9,0.5,31.7,0.14,15.8,7.658,8.142,4.089,2.642,0.926
11,GSW,Klay Thompson,0.436,0.412,0.831,32.4,16.3,3.1,2.2,13.7,0.086,21.6,13.465,8.135,8.122,3.613,1.73
27,NJN,Jordan Crawford,0.405,0.306,0.828,24.7,12.2,2.6,3.2,5.2,0.039,18,9.883,8.117,5.729,2.921,1.233
43,GSW,Sasha Danilovic,0.439,0.379,0.789,31.1,12.8,2.4,2,4.2,0.087,17.2,9.238,7.962,5.857,2.381,1
46,PHO,Richard Dumas,0.509,0.231,0.694,21.8,10.6,3.4,1.1,4.5,0.097,15.1,7.169,7.931,4.512,1.931,0.725
24,MEM,Kyle Lowry,0.42,0.349,0.79,28.8,11.9,3.8,5.4,42.6,0.138,21.1,13.229,7.871,8.112,3.096,2.021
23,DET,Tayshaun Prince,0.455,0.366,0.757,32.5,12,4.5,2.5,60.3,0.1,19,11.258,7.742,6.7,3.213,1.346
22,CLE,Chris Mills,0.432,0.351,0.817,30.4,11.2,4.9,1.9,37.7,0.105,18,10.271,7.729,5.933,3.154,1.183
15,DET,Rodney Stuckey,0.423,0.287,0.827,28.9,13.4,2.9,3.9,22.8,0.078,20.2,12.496,7.704,7.474,3.539,1.483
1,ORL,Chris Webber,0.479,0.299,0.649,37.1,20.7,9.8,4.2,84.7,0.132,34.7,27.029,7.671,16.708,7.358,2.962
35,DAL,Mike Iuzzolino,0.457,0.404,0.798,25,9,2,4.3,3.7,0.058,15.3,7.658,7.642,4.089,2.642,0.926
13,SEA,Corey Maggette,0.453,0.324,0.822,28.2,16,4.9,2.1,62.2,0.128,23,15.362,7.638,9.5,3.925,1.938
22,DEN,Jarrett Jack,0.445,0.355,0.851,27.9,10.8,2.8,4.3,32.5,0.08,17.9,10.271,7.629,5.933,3.154,1.183
10,IND,Paul George,0.428,0.36,0.828,31.8,15.3,6.1,2.9,28.2,0.149,24.3,16.679,7.621,10.442,4.133,2.104
27,MEM,Jamaal Tinsley,0.393,0.299,0.716,26.4,8.5,2.9,6.1,17.2,0.057,17.5,9.883,7.617,5.729,2.921,1.233
14,GSW,Troy Murphy,0.445,0.388,0.785,27.3,10.8,7.8,1.5,50.3,0.121,20.1,12.538,7.562,7.938,3.233,1.367
8,DET,Brandon Knight,0.416,0.357,0.777,32.4,14.8,3.4,4.3,6,0.04,22.5,14.983,7.517,9.317,3.829,1.838
41,HOU,Popeye Jones,0.447,0.281,0.751,23.5,7,7.4,1.3,22,0.084,15.7,8.253,7.447,5.021,2.216,1.016
56,DET,Amir Johnson,0.572,0.313,0.698,22,7.4,5.6,1,34.7,0.146,14,6.555,7.445,3.727,1.873,0.955
22,HOU,Kenny Thomas,0.465,0.244,0.699,27.4,9.3,6.9,1.5,31.2,0.086,17.7,10.271,7.429,5.933,3.154,1.183
33,NOH,Brandon Bass,0.491,0.087,0.835,22.4,8.8,4.7,0.7,31.3,0.119,14.2,6.771,7.429,3.717,2.387,0.667
27,LAL,Elden Campbell,0.46,0.054,0.699,24.7,10.3,5.9,1.1,62.8,0.117,17.3,9.883,7.417,5.729,2.921,1.233
21,CHH,Ricky Davis,0.446,0.361,0.781,29.8,13.5,3.5,3.3,28,0.061,20.3,12.896,7.404,7.538,3.346,2.013
39,WAS,Juan Carlos Navarro,0.402,0.361,0.849,25.8,10.9,2.6,2.2,1.4,0.031,15.7,8.325,7.375,4.965,2.1,1.26
16,SAC,Hedo Turkoglu,0.426,0.382,0.785,27.7,11.5,4.1,3,62.2,0.115,18.6,11.248,7.352,6.778,3.061,1.409
3,UTA,Deron Williams,0.453,0.358,0.818,35.5,17.5,3.2,8.7,68.6,0.141,29.4,22.071,7.329,14.062,4.875,3.133
39,DET,Khris Middleton,0.439,0.394,0.851,26.8,10.5,3.3,1.8,3.8,0.059,15.6,8.325,7.275,4.965,2.1,1.26
43,NYK,Trevor Ariza,0.434,0.351,0.697,27,9.8,4.7,2,35.4,0.098,16.5,9.238,7.262,5.857,2.381,1
9,CHA,Kemba Walker,0.398,0.322,0.806,32.9,16,3.7,5.4,10.9,0.07,25.1,17.971,7.129,10.925,4.988,2.058
28,MEM,Greivis Vasquez,0.424,0.339,0.829,23.8,9.1,2.6,5.2,10.2,0.068,16.9,9.773,7.127,5.891,2.359,1.523
7,DET,Greg Monroe,0.508,0,0.68,31.3,14,9,2.3,26.1,0.127,25.3,18.192,7.108,11.237,4.417,2.538
9,PHI,Andre Iguodala,0.461,0.33,0.72,36.9,14.5,5.7,4.8,72.8,0.124,25,17.971,7.029,10.925,4.988,2.058
4,DAL,Jamal Mashburn,0.418,0.345,0.766,37.3,19.1,5.4,4,43.7,0.092,28.5,21.496,7.004,13.212,5.262,3.021
18,NOH,J.R. Smith,0.424,0.37,0.737,26.2,13.3,3.3,2.2,35.2,0.092,18.8,11.804,6.996,7.175,3.387,1.242
1,SAS,Tim Duncan,0.506,0.176,0.695,34.8,19.8,11.1,3.1,192.2,0.211,34,27.029,6.971,16.708,7.358,2.962
37,DEN,Jeff McInnis,0.431,0.328,0.796,27.7,9.4,2,4.4,23.1,0.07,15.8,8.883,6.917,5.146,2.421,1.317
45,MIL,Bobby Phills,0.443,0.39,0.738,28.7,11,3.1,2.7,27.2,0.097,16.8,9.937,6.863,6.037,2.605,1.295
33,DET,Kyle Singler,0.435,0.366,0.816,28,8.9,3.8,0.9,6.6,0.066,13.6,6.771,6.829,3.717,2.387,0.667
8,CLE,Jamal Crawford,0.411,0.351,0.855,31.5,15.6,2.5,3.7,50.7,0.08,21.8,14.983,6.817,9.317,3.829,1.838
12,SAC,Jason Thompson,0.498,0.037,0.656,26.8,9.8,7,1.1,19.6,0.075,17.9,11.125,6.775,6.512,3.496,1.117
24,UTA,Andrei Kirilenko,0.474,0.31,0.754,30,11.8,5.5,2.7,75.4,0.151,20,13.229,6.771,8.112,3.096,2.021
2,DAL,Jason Kidd,0.4,0.349,0.785,36,12.6,6.3,8.7,138.6,0.133,27.6,20.838,6.762,12.367,5.779,2.692
21,NOH,Darren Collison,0.463,0.36,0.858,28.8,12,2.7,4.9,23.5,0.102,19.6,12.896,6.704,7.538,3.346,2.013
19,CLE,J.J. Hickson,0.509,0,0.636,23.6,10.2,7.2,0.9,19.3,0.092,18.3,11.6,6.7,7.196,3.158,1.246
42,MIA,Matt Geiger,0.499,0.232,0.728,22.1,9.2,5.7,0.7,28.4,0.112,15.6,8.98,6.62,5.233,2.573,1.173
7,PHO,Luol Deng,0.458,0.33,0.771,35.7,16,6.3,2.5,61.3,0.12,24.8,18.192,6.608,11.237,4.417,2.538
35,SEA,Glen Davis,0.446,0.196,0.705,22.6,8.6,4.7,0.9,17.2,0.083,14.2,7.658,6.542,4.089,2.642,0.926
35,SAC,Michael Smith,0.538,0.143,0.529,23.5,5.6,7.1,1.5,23.4,0.107,14.2,7.658,6.542,4.089,2.642,0.926
28,SAS,Leandro Barbosa,0.46,0.389,0.82,23.6,11.8,2.2,2.3,32.2,0.1,16.3,9.773,6.527,5.891,2.359,1.523
21,BOS,Jared Sullinger,0.443,0.255,0.774,25,10.7,7.3,1.4,7.3,0.111,19.4,12.896,6.504,7.538,3.346,2.013
18,HOU,Terrence Jones,0.532,0.307,0.62,25,10.9,6.3,1.1,8.5,0.165,18.3,11.804,6.496,7.175,3.387,1.242
26,SAS,George Hill,0.448,0.371,0.808,27.8,10.7,3,3,36.4,0.145,16.7,10.208,6.492,6.146,2.842,1.221
6,WSB,Tom Gugliotta,0.451,0.284,0.757,30.9,13,7.3,2.8,40.2,0.082,23.1,16.625,6.475,10.279,4.417,1.929
45,PHI,Louis Williams,0.419,0.341,0.806,22.5,11.4,2,3,30.6,0.116,16.4,9.937,6.463,6.037,2.605,1.295
54,SEA,Mark Blount,0.504,0.359,0.723,23.1,8.2,4.6,0.8,18.8,0.065,13.6,7.144,6.456,4.356,2.089,0.7
8,PHI,Larry Hughes,0.406,0.309,0.757,30.8,14.1,4.2,3.1,32.3,0.069,21.4,14.983,6.417,9.317,3.829,1.838
30,ORL,Anderson Varejao,0.513,0.025,0.628,25.9,7.8,7.8,1.2,43.6,0.15,16.8,10.477,6.323,6.064,3.164,1.25
44,DET,Chase Budinger,0.426,0.356,0.804,20.8,8.9,3.2,1.2,11,0.091,13.3,7.025,6.275,4.15,2,0.875
13,DEN,Jalen Rose,0.443,0.355,0.801,30.3,14.3,3.5,3.8,47.2,0.081,21.6,15.362,6.238,9.5,3.925,1.938
30,WSB,Gheorghe Muresan,0.573,0,0.644,21.9,9.8,6.4,0.5,19,0.136,16.7,10.477,6.223,6.064,3.164,1.25
27,DET,Arron Afflalo,0.458,0.39,0.815,27.5,11.1,3,2,26.7,0.092,16.1,9.883,6.217,5.729,2.921,1.233
34,MIN,Mario Chalmers,0.426,0.372,0.77,27.5,8.7,2.4,3.8,25.3,0.099,14.9,8.695,6.205,5.024,2.252,1.419
35,TOR,P.J. Tucker,0.448,0.366,0.756,25.4,7.3,5.1,1.4,9.4,0.098,13.8,7.658,6.142,4.089,2.642,0.926
47,POR,Alvin Williams,0.421,0.313,0.76,27.4,9,2.5,4.1,21.7,0.082,15.6,9.472,6.128,5.578,2.417,1.478
10,MIA,Caron Butler,0.435,0.347,0.846,33.7,15.1,5.3,2.4,48.6,0.087,22.8,16.679,6.121,10.442,4.133,2.104
4,TOR,Antawn Jamison,0.451,0.346,0.724,34.8,18.5,7.5,1.6,87.8,0.112,27.6,21.496,6.104,13.212,5.262,3.021
26,HOU,Aaron Brooks,0.415,0.371,0.849,23.5,11.1,1.8,3.4,15.2,0.077,16.3,10.208,6.092,6.146,2.842,1.221
26,CHI,Taj Gibson,0.486,0.053,0.684,24.4,9.2,6.2,0.9,24.3,0.126,16.3,10.208,6.092,6.146,2.842,1.221
2,SEA,Gary Payton,0.466,0.317,0.729,35.3,16.3,3.9,6.7,145.5,0.148,26.9,20.838,6.062,12.367,5.779,2.692
17,TOR,Roy Hibbert,0.468,0.286,0.74,26.1,11.2,6.8,1.5,28.9,0.114,19.5,13.446,6.054,8.033,3.779,1.633
16,MIL,Terry Mills,0.457,0.384,0.781,24.2,10.6,5.4,1.3,33.3,0.097,17.3,11.248,6.052,6.778,3.061,1.409
41,MIL,Ronald Murray,0.414,0.304,0.725,22.7,9.9,2.1,2.3,8.5,0.037,14.3,8.253,6.047,5.021,2.216,1.016
41,SEA,Bobby Simmons,0.437,0.396,0.823,24.7,9,3.8,1.5,20.1,0.084,14.3,8.253,6.047,5.021,2.216,1.016
46,CLE,Danny Green,0.439,0.417,0.813,23.2,8.8,3,1.4,15.2,0.126,13.2,7.169,6.031,4.512,1.931,0.725
3,VAN,Shareef Abdur-Rahim,0.472,0.297,0.81,34.8,18.1,7.5,2.5,71.2,0.118,28.1,22.071,6.029,14.062,4.875,3.133
26,PHI,Samuel Dalembert,0.522,0.083,0.707,24.6,7.8,7.9,0.5,51.1,0.115,16.2,10.208,5.992,6.146,2.842,1.221
12,CHA,Gerald Henderson,0.444,0.296,0.784,26.9,11.8,3.3,2,10.8,0.061,17.1,11.125,5.975,6.512,3.496,1.117
31,MIA,Bojan Bogdanovic,0.471,0.355,1,29.4,10.4,2.6,1.3,0.4,0.072,14.3,8.352,5.948,5.119,2.314,0.919
5,MIN,Ray Allen,0.452,0.4,0.894,35.6,18.9,4.1,3.4,145.1,0.15,26.4,20.492,5.908,12.658,5.133,2.7
21,NJN,Ryan Anderson,0.427,0.387,0.857,25,12.3,5.6,0.9,30.3,0.16,18.8,12.896,5.904,7.538,3.346,2.013
19,CHA,Tobias Harris,0.458,0.286,0.789,23.7,11.1,5.3,1.1,7.6,0.093,17.5,11.6,5.9,7.196,3.158,1.246
2,CHH,Alonzo Mourning,0.527,0.247,0.692,31,17.1,8.5,1.1,89.7,0.166,26.7,20.838,5.862,12.367,5.779,2.692
13,HOU,Richard Jefferson,0.465,0.376,0.773,31.9,14.4,4.5,2.3,75.8,0.121,21.2,15.362,5.838,9.5,3.925,1.938
15,IND,Kawhi Leonard,0.502,0.373,0.81,28.1,10.9,5.8,1.6,20.2,0.178,18.3,12.496,5.804,7.474,3.539,1.483
19,ATL,Jeff Teague,0.447,0.339,0.829,24.9,10.7,2,4.7,20.2,0.104,17.4,11.6,5.8,7.196,3.158,1.246
19,BOS,Dee Brown,0.436,0.357,0.825,27.7,11.1,2.6,3.7,33.4,0.095,17.4,11.6,5.8,7.196,3.158,1.246
1,ORL,Dwight Howard,0.579,0.085,0.574,35.9,18.3,12.9,1.5,104.3,0.18,32.7,27.029,5.671,16.708,7.358,2.962
24,SEA,Serge Ibaka,0.545,0.378,0.732,27.6,11,7.4,0.5,37.2,0.166,18.9,13.229,5.671,8.112,3.096,2.021
10,ATL,Jason Terry,0.446,0.38,0.847,32.5,15.3,2.6,4.4,94.8,0.123,22.3,16.679,5.621,10.442,4.133,2.104
8,NJN,Kerry Kittles,0.439,0.378,0.78,33.4,14.1,3.9,2.6,44.8,0.127,20.6,14.983,5.617,9.317,3.829,1.838
